,,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,,,,,,
Sr19,Ktr161,0.819147544,0.693368669,0.575429601,0.84242769,0.915221365,0.8401953,0.917700678,0.935177616,0.793437479,0.933129304,0.948426453,0.971247244,1,0.890139511,0.6865281,,,,,,
Sr19,Ktr162,0.847610779,0.888347056,1,1,0.815857261,1,1,0.869467373,0.94948194,0.713797462,0.768346349,0.541930159,0.774079977,0.689107256,0.759652393,,,,,,
Sr19,Ktr163,0.843283213,0.811224568,0.810342776,0.902616017,1,1,0.769774473,0.931993767,0.78198385,0.825514564,0.461116722,0.843300418,1,1,1,,,,,,
Sr19,Ktr164,0.819505368,0.935871939,1,0.650174675,0.712818731,0.628099861,0.711174486,1,1,0.634575258,0.924686702,1,0.701279033,1,0.960412024,,,,,,
Sr19,Ktr165,0.857458867,0.961029103,0.881856469,0.896551263,0.995292784,0.783622093,1,0.811209977,0.843630313,0.856232226,0.994276732,1,0.879573387,0.736696898,0.832200832,,,,,,
Sr19,Ktr166,0.882445387,0.344155727,1,0.607318994,0.690288679,0.87554158,0.720274804,0.583425832,0.852136073,1,1,1,0.58912218,0.743329033,0.773998483,,,,,,
Sr19,Ktr167,0.907973657,1,0.740686568,0.70859669,1,1,0.947334494,0.879762757,0.810466178,0.893540407,0.819986156,0.597768334,0.922713901,0.723093588,0.787788873,,,,,,
Sr19,Ktr168,0.930394987,0.586141232,0.799750632,0.916231317,0.627755945,1,1,1,0.843571525,0.760398219,0.810303193,0.768486507,0.779433115,1,0.692278787,,,,,,
Sr19,Ktr169,0.826918612,1,0.980926972,0.753809731,0.944710207,1,0.796244286,0.958531982,0.666702716,0.789311494,0.473746593,0.899763403,0.96862402,0.763353233,0.742698777,,,,,,
Sr19,Ktr170,0.89136164,0.835725573,1,0.760834903,0.97914219,1,1,0.897770476,0.76869764,1,0.753526256,1,0.918870306,0.608960849,0.630996089,,,,,,
Sr19,Ktr171,0.870380156,0.553652582,0.831240505,0.973715911,0.778538935,0.800183151,0.940440065,1,0.73461516,0.842555597,0.965552381,0.798036112,0.576557297,0.796668008,0.526773111,,,,,,
Sr19,Ktr172,0.837377767,0.829837333,0.786700024,0.91367542,1,0.597083181,0.978322732,0.700722583,1,0.9397928,0.462501983,0.660988725,0.745466051,0.625453293,0.768415728,,,,,,
Sr19,Ktr173,0.867827802,1,0.728558659,0.934370459,0.552570074,0.761688682,0.928599031,0.717114457,0.768334377,0.768105332,0.472565306,0.736379217,0.63725977,0.614009003,0.667289206,,,,,,
Sr19,Ktr174,0.899457846,0.955288384,1,0.92134928,0.900357952,0.689422838,0.833748737,0.934122621,0.589021927,0.542513839,0.482611474,0.749268552,0.787306041,0.699749348,0.946255727,,,,,,
Sr19,Ktr175,0.892384559,0.972160892,0.914032266,0.904749397,0.798094816,0.640603964,1,0.716246929,0.523889687,0.75784716,0.552522054,0.67889692,0.616024512,0.995934445,0.703923413,,,,,,
Sr19,Ktr176,0.9028796,0.674554119,0.646846839,0.669789717,0.652265247,0.676119432,0.69438766,0.61195684,0.781814804,0.553358756,0.639127731,0.55012736,0.979250743,0.694723919,0.713010551,,,,,,
Sr19,Ktr177,0.853608065,0.916895804,0.917836041,0.620137713,0.831262295,0.942024525,0.70089791,0.773101971,0.60064237,0.861447352,0.566950691,0.804888276,0.814343079,0.679357984,0.455387932,,,,,,
Sr19,Ktr178,0.865569894,0.614991083,0.629051522,0.944745874,0.784015931,0.628882502,0.748139612,0.67515783,1,0.749502279,0.728359116,0.538056681,0.544060703,0.897818187,0.954868216,,,,,,
Sr19,Ktr179,0.824453403,0.942180607,0.869996499,0.731873375,0.629491722,0.506531858,0.682473515,0.693850697,0.829488222,0.90437363,1,0.709268458,0.831921322,0.9066852,0.727747694,,,,,,
Sr19,Ktr180,0.794612632,0.836497487,0.638227399,0.590493013,0.603058142,0.817284106,1,0.993655262,0.752573339,0.832087393,0.977318421,0.601544435,0.911432905,0.699449172,0.915545843,,,,,,
Sr19,Ktr181,0.804607535,0.658679879,0.831137321,0.591167393,0.430890881,0.756956704,1,0.805097149,0.784275588,0.858840047,0.705356752,0.812802184,0.538916178,0.44624941,0.485398916,,,,,,
Sr19,Ktr182,0.766759035,0.543778965,0.946109187,0.647533951,0.863514729,0.640591735,0.708491821,0.897868461,0.877475997,0.712594776,0.780728134,0.875744734,0.387264592,0.417044931,0.763640855,,,,,,
Sr19,Ktr183,0.638441883,0.608236184,0.635840964,0.898644608,0.672089929,1,0.631931838,0.635282364,0.747698809,0.68286416,0.92475934,0.662783211,0.673132661,0.819924233,0.57387645,,,,,,
Sr19,Ktr184,0.649627911,0.668580588,1,0.767417544,0.741261171,0.944236165,0.825168309,0.803226998,0.613678902,0.612227785,0.783041687,0.938679292,0.682438503,0.829138214,0.798929958,,,,,,
Sr19,Ktr185,0.627480894,0.735412962,0.624317949,0.646286523,1,0.790407312,0.985338356,0.773649007,0.814887496,1,0.92688541,0.750324599,0.853491117,0.746738316,0.831172156,,,,,,
Sr19,Ktr186,0.794809807,0.881408146,0.742209087,1,0.912025682,0.881118912,0.777112098,1,0.687943654,0.713260891,0.596624809,0.779717336,1,0.787913012,0.661477357,,,,,,
Sr19,Ktr187,0.733843872,0.760248607,0.779157646,0.550058808,0.83730246,0.842403914,0.905432914,0.722419382,0.836421073,0.849800989,0.654092667,0.726004242,0.58495611,0.765023534,0.562449825,,,,,,
Sr19,Ktr188,0.815584768,0.597872525,0.82624339,0.685176011,0.824750602,0.670300586,0.841296291,0.8542385,1,0.560202809,0.609446586,0.723726166,0.544931988,0.594268905,0.784680032,,,,,,
Sr19,Ktr189,0.80639602,1,0.673854651,0.976517449,0.856098382,0.934960874,0.726923127,0.611416543,0.576880604,0.579639731,0.853025802,0.656913005,0.507372925,0.756228767,0.982936011,,,,,,
Sr19,Ktr190,0.799256545,0.726726674,0.896437269,0.478147938,0.463323687,0.791756537,0.711123863,0.881726813,0.685158909,0.787965568,0.528918347,0.536618505,0.896658656,0.401400028,0.839983102,,,,,,
Sr19,Ktr191,0.774218141,0.726061798,0.887919726,0.798280876,0.754128255,0.618941449,0.763933031,0.898653888,0.659155832,0.820732577,0.459730668,0.617508798,0.79800402,0.723097694,0.774292904,,,,,,
Sr19,Ktr192,0.778675478,0.75143249,0.884296053,0.61800626,0.73052898,0.998189773,1,0.862119715,0.704262342,0.629164472,0.854598509,0.755214697,0.955895145,0.578235222,0.652487146,,,,,,
Sr19,Ktr193,0.780319806,1,0.819782191,0.922460608,0.6400966,0.473325894,0.748634309,0.754234735,0.549427622,0.889768706,0.686084676,0.810497247,0.363720285,0.952941795,0.556216267,,,,,,
Sr19,Ktr194,0.742615244,0.558511455,0.648391677,0.555586631,0.722133488,0.699381556,0.601378794,0.788032173,0.782096594,0.721947765,0.804227468,0.455589469,0.742805844,0.573464061,0.719929306,,,,,,
Sr19,Ktr195,0.688741012,0.586714565,0.730129777,0.722919514,0.635572019,0.545128786,0.467443567,0.959985943,1,0.42427332,0.674018816,0.770171529,0.391760247,0.897436562,0.730691767,,,,,,
Sr19,Ktr196,0.712381289,0.444709635,0.465800326,0.644463911,0.568167648,0.838622646,0.675911375,0.72889519,0.898040456,0.662335217,0.779933896,0.746071573,0.553336357,0.612085725,0.891843821,,,,,,
Sr19,Ktr197,0.771187958,0.711052461,0.425572571,0.704344005,0.632633839,0.790879575,0.669794043,0.520910568,0.709814359,0.681195308,0.873941847,0.757373679,0.622413854,0.887604205,0.845749396,,,,,,
Sr19,Ktr198,0.721769756,0.592561133,0.584776291,0.679649174,0.872156703,0.677660465,0.33906663,0.809832822,0.585447545,0.659565251,0.890521529,0.694388037,0.549132926,1,0.820231216,,,,,,
Sr19,Ktr199,0.683249878,0.535358363,0.383917601,0.929693835,0.627530433,0.797430048,0.772934988,0.642933299,0.551953765,0.602764075,0.772838391,0.522108383,0.886683605,0.654261192,0.960299036,,,,,,
Sr19,Ktr200,0.570378431,0.489090388,0.617794524,0.656571222,0.817610846,0.452522659,0.610002922,0.659854018,0.802863308,1,0.736254458,0.737370826,0.524504384,0.990766189,0.688083319,,,,,,
Sr19,Ktr201,0.574414034,0.80225089,0.952539376,0.686756598,0.505651757,0.697020038,0.599236651,0.763740482,0.726779557,0.730106365,0.88272583,0.806130258,0.632592621,0.738184717,0.834042587,,,,,,
Sr19,Ktr202,0.780377859,0.769106774,0.475737972,0.762541674,0.499132429,0.853418,0.561738117,0.754642676,0.648493327,0.728701219,0.808647251,0.833875666,0.841536731,1,0.692698836,,,,,,
Sr19,Ktr203,0.785587342,0.613122225,0.709412764,0.665679309,0.447588931,0.771920961,0.792500803,0.927274605,0.903833209,0.663009337,0.818636701,0.532492604,0.90095108,0.854203315,0.888942747,,,,,,
Sr19,Ktr204,0.736105649,0.469460159,0.645066932,0.638975572,0.526171694,0.991948044,0.520565991,0.56287216,0.634181463,0.717332342,0.619152586,0.863899138,0.709289166,0.887349729,1,,,,,,
Sr19,Ktr205,0.708006291,0.536016399,0.555872227,0.817970208,1,0.769247804,0.926140608,0.689969726,0.783737427,0.538669064,0.861985306,0.658946208,0.657887437,1,0.719703128,,,,,,
Sr19,Ktr206,0.683161295,0.5236916,0.5516045,0.869997952,0.819018315,0.851662551,0.662310668,0.677890894,0.762143043,0.794839307,0.783480941,0.860215698,1,0.891421775,0.839573228,,,,,,
Sr19,Ktr207,0.621392639,0.797512625,0.910919305,0.653660658,0.920637215,0.85189663,0.556791235,0.69420116,0.795498988,0.842625435,0.791179772,1,0.730765167,0.848734864,0.792919535,,,,,,
Sr19,Ktr208,0.677857893,0.821795696,0.725422846,0.948358193,0.964937192,0.623549562,0.730092641,0.865366077,1,0.775765218,0.941930969,0.453680161,0.418297262,0.625730816,0.692695057,,,,,,
Sr19,Ktr209,0.815925585,0.924766413,0.878902744,0.837233081,0.771574508,0.573141512,0.728878942,0.800605136,0.964249852,0.766656965,1,1,0.835156455,0.725654103,0.854329889,,,,,,
Sr19,Ktr210,0.756220597,0.63364536,0.595382623,1,0.635465873,1,0.843517152,1,0.707954755,0.651714935,1,0.871545191,0.682982431,0.585080547,0.851152526,,,,,,
Sr19,Ktr211,0.84408242,0.940290798,0.604672156,0.772804636,0.720582575,0.816041871,0.72716375,0.87968857,0.872847241,0.691131905,0.791589177,0.791741464,0.574930244,0.58379314,0.691612763,,,,,,
Sr19,Ktr212,0.817538474,0.60115138,0.829079973,0.515782571,0.868028164,0.844654193,1,0.763928637,0.853155792,0.584199061,0.631167484,0.773861418,0.807467601,0.567605984,0.599518896,,,,,,
Sr19,Ktr213,0.757832969,0.445820366,0.853869305,0.737314908,0.466415221,0.66912629,0.872165288,0.743067341,0.54251222,0.438858128,0.587455558,0.802377856,0.417706834,0.376635405,0.568970501,,,,,,
Sr19,Ktr214,0.763176239,0.681185941,0.598724445,0.705096303,1,0.69655241,0.542240668,0.641688005,0.741478592,0.861125664,0.657344572,0.758572534,0.341150643,0.574861915,0.447824856,,,,,,
Sr19,Ktr215,0.77571413,0.73292144,0.96550448,0.645473834,0.713903973,0.911174943,0.529673486,0.729881344,0.898031173,0.513833534,0.685600521,0.576460679,0.687634662,0.328158596,0.316937685,,,,,,
Sr19,Ktr216,0.834778265,0.736956621,0.859076511,0.803570693,0.635790619,0.714964594,0.958589635,0.762232616,0.662350731,0.735770558,0.819066126,0.562398336,0.394656117,0.409299002,0.209731724,,,,,,
Sr19,Ktr217,0.830964682,0.905937335,0.661668556,1,0.679988028,0.778352348,0.85032311,0.726284255,0.501365306,0.609175138,0.65330314,0.510968966,0.455788288,0.181314159,0,,,,,,
Sr19,Ktr218,0.896922075,0.68426356,0.776146908,0.452814667,0.464528178,0.502733723,0.431494465,0.565609747,0.57497003,0.330760237,0.479876714,0.504573995,0.196783672,0,0,,,,,,
Sr19,Ktr219,0.831769901,0.40035183,0.645358249,0.850163789,0.888733598,0.660101724,0.583165083,0.569204806,0.69206882,0.479116201,0.400234768,0.206670907,0,0,0,,,,,,
Sr19,Ktr220,0.792505172,0.651278602,1,0.785719487,0.518878893,0.663709111,0.588059246,0.511818824,0.572929259,0.349811295,0.202231504,0,0,0,0,,,,,,
Sr19,Ktr221,0.770053515,0.800594659,0.855436846,0.533376865,0.632753291,0.618551872,0.284135674,0.694721058,0.337534587,0.216040522,0,0,0,0,0,,,,,,
Sr19,Ktr222,0.765969854,0.986024306,0.397642893,0.667958728,0.339940916,0.615170848,0.366954422,0.362397661,0.16167814,0,0,0,0,0,0,,,,,,
Sr19,Ktr223,0.723667804,0.678219221,0.497071884,0.387847191,0.42495349,0.493298385,0.483246996,0.247640942,0,0,0,0,0,0,0,,,,,,
Sr19,Ktr224,0.64987046,0.538185851,0.481307782,0.566718558,0.448793137,0.552715986,0.126525305,0,0,0,0,0,0,0,0,,,,,,
Sr19,Ktr225,0.602578762,0.651409802,0.567578354,0.47488551,0.432074714,0.188522606,0,0,0,0,0,0,0,0,0,,,,,,
Sr19,Ktr226,0.546574992,0.507723392,0.539176024,0.453915786,0.227859959,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr19,Ktr227,0.513771411,0.489937318,0.45494594,0.189017037,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr19,Ktr228,0.474373798,0.46396689,0.189968229,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
Sr19,Ktr229,0.411870551,0.277300324,0,0,0,0,0,0,0,0,0,0,0,0,0.014800058,,,,,,
Sr19,Ktr230,0.209577663,0,0,0,0,0,0,0,0,0,0,0,0,0.016001651,0,,,,,,
Sr19,Ktr231,0,0,0,0,0,0,0,0,0,0,0,0,0.020802133,0,0,,,,,,
Sr19,Ktr232,0,0,0,0,0,0,0,0,0,0,0,0.020973472,0,0,0.124162855,,,,,,
Sr19,Ktr233,0,0,0,0,0,0,0,0,0,0,0.014889971,0,0,0.16637179,0.060223907,,,,,,
Sr19,Ktr234,0,0,0,0,0,0,0,0,0,0.013595696,0,0,0.1520873,0.050036986,0.028289825,,,,,,
Sr19,Ktr235,0,0,0,0,0,0,0,0,0.013273463,0,0,0.139884466,0.038241009,0.048406852,0.017964353,,,,,,
Sr19,Ktr236,0,0,0,0,0,0,0,0.020581004,0,0,0.13372751,0.034273875,0.05208416,0.02578353,0,,,,,,
Sr19,Ktr237,0,0,0,0,0,0,0.011987772,0,0,0.174546469,0.029333275,0.033113573,0.029156115,0,0,,,,,,
Sr19,Ktr238,0,0,0,0,0,0.020623162,0,0,0.125792679,0.063133745,0.021333416,0.032808123,0,0,0,,,,,,
Sr19,Ktr239,0,0,0,0,0.022937533,0,0,0.093060906,0.062397465,0.0484535,0.035670479,0,0,0,0.031455157,,,,,,
Sr19,Ktr240,0,0,0,0.017590934,0,0,0.212816001,0.065823691,0.03082015,0.035130249,0,0,0,0.053708806,0,,,,,,
Sr19,Ktr241,0,0,0.014476585,0,0,0.167984024,0.065097358,0.036425174,0.022486421,0,0,0,0.044901453,0,0,,,,,,
Sr19,Ktr242,0,0.017648302,0,0,0.140811774,0.05323066,0.053570172,0.017739747,0,0,0,0.04112867,0,0,0,,,,,,
Sr19,Ktr243,0.016575594,0,0,0.161825917,0.058568537,0.031398343,0.031600948,0,0,0,0.038211059,0,0,0,0,,,,,,
Sr19,Ktr244,0,0,0.175491422,0.045524691,0.031937199,0.03375071,0,0,0,0.03946006,0,0,0,0,0,,,,,,
Sr19,Ktr245,0,0.159366035,0.02836693,0.054125317,0.042607899,0,0,0,0.041597525,0,0,0,0,0,0.011655687,,,,,,
Sr19,Ktr246,0.142314068,0.044710967,0.048676004,0.029122455,0,0,0,0.048660688,0,0,0,0,0,0.014999689,0,,,,,,
Sr19,Ktr247,0.051018843,0.043028688,0.022241552,0,0,0,0.036567406,0,0,0,0,0,0.008774508,0,0,,,,,,
Sr19,Ktr248,0.042819941,0.033740299,0,0,0,0.042099167,0,0,0,0,0,0.010074812,0,0,0,,,,,,
Sr19,Ktr249,0.030278108,0,0,0,0.019242237,0,0,0,0,0,0.00975113,0,0,0,0.001949909,,,,,,
Sr19,Ktr250,0,0,0,0.038835595,0,0,0,0,0,0.009708685,0,0,0,0.002177706,0,,,,,,
Sr19,Ktr251,0,0,0.041289134,0,0,0,0,0,0.010018872,0,0,0,0.002030995,0,0,,,,,,
Sr19,Ktr252,0,0.055515285,0,0,0,0,0,0.008541926,0,0,0,0.002834269,0,0,0,,,,,,
Sr19,Ktr253,0.042405688,0,0,0,0,0,0.010859171,0,0,0,0.002422777,0,0,0,0.015798004,,,,,,
Sr19,Ktr254,0,0,0,0,0,0.010252427,0,0,0,0.002267617,0,0,0,0.017889102,0,,,,,,
Sr19,Ktr255,0,0,0,0,0.011099251,0,0,0,0.002807121,0,0,0,0.022019942,0,0,,,,,,
Sr19,Ktr256,0,0,0,0.012314179,0,0,0,0.002185091,0,0,0,0.013433272,0,0,0,,,,,,
Sr19,Ktr257,0,0,0.011413862,0,0,0,0.002472912,0,0,0,0.021057956,0,0,0,0,,,,,,
Sr19,Ktr258,0,0.01178227,0,0,0,0.002092177,0,0,0,0.018528557,0,0,0,0,0,,,,,,
Sr19,Ktr259,0.010773789,0,0,0,0.00297996,0,0,0,0.025046756,0,0,0,0,0,0.016930062,,,,,,
Sr19,Ktr260,0,0,0,0.002745868,0,0,0,0.014891343,0,0,0,0,0,0.021235415,0,,,,,,
Sr19,Ktr261,0,0,0.001869849,0,0,0,0.02335427,0,0,0,0,0,0.022654711,0,0,,,,,,
Sr19,Ktr262,0,0.002804221,0,0,0,0.020835317,0,0,0,0,0,0.025146024,0,0,0.010982336,,,,,,
Sr19,Ktr263,0.002358224,0,0,0,0.021606392,0,0,0,0,0,0.0187463,0,0,0.011087873,0,,,,,,
Sr19,Ktr264,0,0,0,0.024974887,0,0,0,0,0,0.027397083,0,0,0.009023054,0,0.00984734,,,,,,
Sr19,Ktr265,0,0,0.016098702,0,0,0,0,0,0.024650009,0,0,0.007652073,0,0.00492732,0.007201928,,,,,,
Sr19,Ktr266,0,0.012874103,0,0,0,0,0,0.025529561,0,0,0.008531746,0,0.007677212,0.011669578,0,,,,,,
Sr19,Ktr267,0.018753574,0,0,0,0,0,0.015049384,0,0,0.009111436,0,0.008149733,0.010401663,0,0.028767452,,,,,,
Sr19,Ktr268,0,0,0,0,0,0.021234569,0,0,0.006295113,0,0.008171213,0.012818875,0,0.01902062,0,,,,,,
Sr19,Ktr269,0,0,0,0,0.025273118,0,0,0.008839678,0,0.004448744,0.013356285,0,0.027777881,0,0.021715043,,,,,,
Sr19,Ktr270,0,0,0,0.014201288,0,0,0.011014623,0,0.007791016,0.014147106,0,0.01868106,0,0.031563129,0.00231936,,,,,,
Sr19,Ktr271,0,0,0.019314222,0,0,0.008670823,0,0.00714078,0.013289379,0,0.031886194,0,0.017321296,0.001483146,0,,,,,,
Sr19,Ktr272,0,0.020315688,0,0,0.009343837,0,0.008731512,0.009672305,0,0.028042216,0,0.028096209,0.001330066,0,0,,,,,,
Sr19,Ktr273,0.022052107,0,0,0.004924589,0,0.008362539,0.00822118,0,0.022441795,0,0.026412979,0.002229412,0,0,0,,,,,,
Sr19,Ktr274,0,0,0.007719919,0,0.008954719,0.007599139,0,0.020197707,0,0.016751823,0.001801968,0,0,0,0,,,,,,
Sr19,Ktr275,0,0.013828783,0,0.007380329,0.012394824,0,0.02559244,0,0.025230999,0.001980796,0,0,0,0,0,,,,,,
Sr19,Ktr276,0.008589299,0,0.008621178,0.011204801,0,0.017925201,0,0.010422465,0.001948307,0,0,0,0,0,0,,,,,,
Sr19,Ktr277,0,0.008570295,0.008264153,0,0.027441417,0,0.015665095,0.002349903,0,0,0,0,0,0,0.007349391,,,,,,
Sr19,Ktr278,0.008252902,0.014008337,0,0.02900342,0,0.025549684,0.001980079,0,0,0,0,0,0,0.019140659,0,,,,,,
Sr19,Ktr279,0.011604799,0,0.034558054,0,0.025254462,0.00182669,0,0,0,0,0,0,0.014133413,0,0,,,,,,
Sr19,Ktr280,0,0.031953011,0,0.022700073,0.002323973,0,0,0,0,0,0,0.012997797,0,0,0,,,,,,
Sr19,Ktr281,0.025566521,0,0.025296417,0.002590272,0,0,0,0,0,0,0.013306433,0,0,0,0,,,,,,
Sr19,Ktr282,0,0.025560183,0.001920075,0,0,0,0,0,0,0.011181251,0,0,0,0,0,,,,,,
Sr19,Ktr283,0.022347895,0.001944889,0,0,0,0,0,0,0.011446265,0,0,0,0,0,0,,,,,,
Sr19,Ktr284,0.001998732,0,0,0,0,0,0,0.013132529,0,0,0,0,0,0,0.018480155,,,,,,
Sr19,Ktr285,0,0,0,0,0,0,0.013800316,0,0,0,0,0,0,0.025935773,0,,,,,,
Sr19,Ktr286,0,0,0,0,0,0.015541899,0,0,0,0,0,0,0.026416216,0,0,,,,,,
Sr19,Ktr287,0,0,0,0,0.013095751,0,0,0,0,0,0,0.020964329,0,0,0.006747836,,,,,,
Sr19,Ktr288,0,0,0,0.013285013,0,0,0,0,0,0,0.023208085,0,0,0.007696806,0.020600449,,,,,,
Sr20,Ktr1,0,0,0,0,0,0,0,0,0,0,0,0.030302476,0,0,0,,,,,,
Sr20,Ktr2,0,0,0,0,0,0,0,0,0,0,0.02010038,0,0,0,0,,,,,,
Sr20,Ktr3,0,0,0,0,0,0,0,0,0,0.033149191,0,0,0,0,0.038390929,,,,,,
Sr20,Ktr4,0,0,0,0,0,0,0,0,0.03182365,0,0,0,0,0.03432954,0,,,,,,
Sr20,Ktr5,0,0,0,0,0,0,0,0.028672182,0,0,0,0,0.051449335,0,0,,,,,,
Sr20,Ktr6,0,0,0,0,0,0,0.030414,0,0,0,0,0.041060728,0,0,0.007014376,,,,,,
Sr20,Ktr7,0,0,0,0,0,0.02970314,0,0,0,0,0.054308841,0,0,0.005227656,0,,,,,,
Sr20,Ktr8,0,0,0,0,0.032382593,0,0,0,0,0.032292632,0,0,0.007047703,0,0,,,,,,
Sr20,Ktr9,0,0,0,0.017504861,0,0,0,0,0.063996804,0,0,0.009640694,0,0,0,,,,,,
Sr20,Ktr10,0,0,0.032141755,0,0,0,0,0.050369697,0,0,0.006150006,0,0,0,0.037110079,,,,,,
Sr20,Ktr11,0,0.024066447,0,0,0,0,0.043502193,0,0,0.008333983,0,0,0,0.023838085,0,,,,,,
Sr20,Ktr12,0.029378536,0,0,0,0,0.040393984,0,0,0.008740623,0,0,0,0.031239268,0,0.006509741,,,,,,
Sr20,Ktr13,0,0,0,0,0.047858551,0,0,0.006038671,0,0,0,0.028429018,0,0.007615912,0.016795079,,,,,,
Sr20,Ktr14,0,0,0,0.051235591,0,0,0.005997445,0,0,0,0.032856264,0,0.006076321,0.01910662,0,,,,,,
Sr20,Ktr15,0,0,0.045649563,0,0,0.005734195,0,0,0,0.036055234,0,0.007084559,0.01792372,0,0,,,,,,
Sr20,Ktr16,0,0.0454741,0,0,0.007899517,0,0,0,0.030215724,0,0.004813307,0.012212217,0,0,0,,,,,,
Sr20,Ktr17,0.042576343,0,0,0.008905496,0,0,0,0.028609091,0,0.006176565,0.013866105,0,0,0,0,,,,,,
Sr20,Ktr18,0,0,0.006852806,0,0,0,0.036525578,0,0.005958773,0.017146536,0,0,0,0,0,,,,,,
Sr20,Ktr19,0,0.007401899,0,0,0,0.034947006,0,0.004579025,0.02019938,0,0,0,0,0,0,,,,,,
Sr20,Ktr20,0.007714299,0,0,0,0.032034792,0,0.006418413,0.015272373,0,0,0,0,0,0,0,,,,,,
Sr20,Ktr21,0,0,0,0.027205258,0,0.005836844,0.011053537,0,0,0,0,0,0,0,0.021564234,,,,,,
Sr20,Ktr22,0,0,0.037730445,0,0.005507927,0.014943702,0,0,0,0,0,0,0,0.017724405,0,,,,,,
Sr20,Ktr23,0,0.044326993,0,0.005889363,0.017760617,0,0,0,0,0,0,0,0.01656629,0,0,,,,,,
Sr20,Ktr24,0.029847679,0,0.006644019,0.016400568,0,0,0,0,0,0,0,0.011837964,0,0,0,,,,,,
Sr20,Ktr25,0,0.005181513,0.012802151,0,0,0,0,0,0,0,0.021738487,0,0,0,0,,,,,,
Sr20,Ktr26,0.005605643,0.011865753,0,0,0,0,0,0,0,0.010957482,0,0,0,0,0.00347701,,,,,,
Sr20,Ktr27,0.014479514,0,0,0,0,0,0,0,0.016453373,0,0,0,0,0.003976036,0.002255914,,,,,,
Sr20,Ktr28,0,0,0,0,0,0,0,0.016455813,0,0,0,0,0.003833721,0.002519033,0,,,,,,
Sr20,Ktr29,0,0,0,0,0,0,0.019257183,0,0,0,0,0.003641592,0.00233886,0,0,,,,,,
Sr20,Ktr30,0,0,0,0,0,0.020766951,0,0,0,0,0.002572339,0.002392597,0,0,0,,,,,,
Sr20,Ktr31,0,0,0,0,0.012439709,0,0,0,0,0.003778048,0.001946975,0,0,0,0,,,,,,
Sr20,Ktr32,0,0,0,0.018211327,0,0,0,0,0.003870703,0.002262076,0,0,0,0,0.017838536,,,,,,
Sr20,Ktr33,0,0,0.01329123,0,0,0,0,0.004306432,0.001212519,0,0,0,0,0.014502564,0,,,,,,
Sr20,Ktr34,0,0.016498733,0,0,0,0,0.003790547,0.002554665,0,0,0,0,0.022116761,0,0,,,,,,
Sr20,Ktr35,0.017752525,0,0,0,0,0.003487905,0.00173021,0,0,0,0,0.011770738,0,0,0.00052526,,,,,,
Sr20,Ktr36,0,0,0,0,0.004385636,0.002071831,0,0,0,0,0.020212991,0,0,0.000799257,0,,,,,,
Sr20,Ktr37,0,0,0,0.005069988,0.002325665,0,0,0,0,0.020222761,0,0,0.000850623,0,0,,,,,,
Sr20,Ktr38,0,0,0.002907416,0.00112443,0,0,0,0,0.017072717,0,0,0.000653814,0,0,0.040226986,,,,,,
Sr20,Ktr39,0,0.003255208,0.001601441,0,0,0,0,0.022297544,0,0,0.000620878,0,0,0.037010294,0.063912659,,,,,,
Sr20,Ktr40,0.003649117,0.002058026,0,0,0,0,0.013383425,0,0,0.000925617,0,0,0.04001314,0.078218655,0.07243375,,,,,,
Sr20,Ktr41,0.002212949,0,0,0,0,0.014456797,0,0,0.000515192,0,0,0.047465718,0.071985015,0.069724102,0.062291668,,,,,,
Sr20,Ktr42,0,0,0,0,0.020083049,0,0,0.000659046,0,0,0.044564013,0.102202143,0.062930591,0.054426823,0.134777245,,,,,,
Sr20,Ktr43,0,0,0,0.017174768,0,0,0.000618604,0,0,0.029556616,0.086912324,0.088681357,0.074866463,0.088612375,0.15022998,,,,,,
Sr20,Ktr44,0,0,0.018398884,0,0,0.000849703,0,0,0.047539139,0.090789798,0.100070604,0.078374609,0.113443693,0.146533772,0.171472987,,,,,,
Sr20,Ktr45,0,0.02118148,0,0,0.00060243,0,0,0.046131229,0.069022884,0.072385097,0.065313571,0.076947473,0.097658827,0.173197268,0.175404607,,,,,,
Sr20,Ktr46,0.017626,0,0,0.000831673,0,0,0.033118762,0.071061637,0.079533736,0.089022798,0.113108916,0.092389369,0.238916332,0.218823493,0.113390559,,,,,,
Sr20,Ktr47,0,0,0.000828324,0,0,0.037776577,0.064874323,0.117642092,0.097261213,0.06144095,0.242379484,0.194197347,0.183482106,0.137025145,0,,,,,,
Sr20,Ktr48,0,0.000782912,0,0,0.035881155,0.081666716,0.085343814,0.118517763,0.151849705,0.135398008,0.103731331,0.185713228,0.098926521,0,0,,,,,,
Sr20,Ktr49,0.000697313,0,0,0.02814553,0.057624836,0.101997411,0.070745128,0.123617433,0.104794977,0.087804354,0.136904848,0.107358054,0,0,0,,,,,,
Sr20,Ktr50,0,0,0.030511349,0.083002523,0.104141009,0.114987628,0.129376625,0.144730368,0.233291488,0.234773907,0.126138829,0,0,0,0.000546694,,,,,,
