,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,Kt16,Kt17,Kt18,Kt19,Kt20,Kt21,Kt22,Kt23,Kt24,Kt25,Kt26,Kt27,Kt28,Kt29,Kt30,Kt31,Kt32,Kt33,Kt34,Kt35,Kt36,Kt37,Kt38,Kt39,Kt40,Kt41,Kt42,Kt43,Kt44
Ktr93,0.184395062,0.1375591,0.109654992,0.096716926,0.094779092,0.099875676,0.108040867,0.115818919,0.121794351,0.125061749,0.125304792,0.124563533,0.125467121,0.130397812,0.140750288,0.157672336,0.242516656,0.341003881,0.448714513,0.633553351,0.785460714,0.825432763,0.855349803,0.850010088,0.841221964,0.815060879,0.787561916,0.746871939,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.03879068
Ktr94,0.250594296,0.161287989,0.109233589,0.086148133,0.083748659,0.093752203,0.107875803,0.119209132,0.12633241,0.129198492,0.128441787,0.127422917,0.130184056,0.139989695,0.156993589,0.180571807,0.275980276,0.375007042,0.485552329,0.658139818,0.802469487,0.831392007,0.85592905,0.850966913,0.840518975,0.812656141,0.785221043,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.049742298
Ktr95,0.316245974,0.177393514,0.100098094,0.069689117,0.071495988,0.090848112,0.113074891,0.126532958,0.131687846,0.132032314,0.131095524,0.132552241,0.140113632,0.156480648,0.180313369,0.209261657,0.308688665,0.411298076,0.520329838,0.683448334,0.811243217,0.837226092,0.85360759,0.849592092,0.839472875,0.810520512,0.783143137,0.738161108,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.096082197
Ktr96,0.371915064,0.187702324,0.088520809,0.053290962,0.060933223,0.090368033,0.120515833,0.13514186,0.137390533,0.135251064,0.135737279,0.141961453,0.156060472,0.179232082,0.208917472,0.241618691,0.341374104,0.448697857,0.552555365,0.709487655,0.814582551,0.842725418,0.850140771,0.846747027,0.837759281,0.808550003,0.780791322,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.154544831
Ktr97,0.408424183,0.195995752,0.082930868,0.044296442,0.055159384,0.090586605,0.125645014,0.141398377,0.142897871,0.141191529,0.145519972,0.15789418,0.178517722,0.206970474,0.240337539,0.275080327,0.3754132,0.485510443,0.581981185,0.735999594,0.816491845,0.847828289,0.847834558,0.843891863,0.835112383,0.806541807,0.777480749,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.193194549
Ktr98,0.418631348,0.204669986,0.089247535,0.047992184,0.05653212,0.090495534,0.125510614,0.143082602,0.148224956,0.151828187,0.162749848,0.181715654,0.207418366,0.238397963,0.272583318,0.307750525,0.411675956,0.520279753,0.608625104,0.762232707,0.820149873,0.852317009,0.848255202,0.842140513,0.831461927,0.804345161,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.188970849
Ktr99,0.403536193,0.210580639,0.103350617,0.061440233,0.064443595,0.09195481,0.123567986,0.143644856,0.155617664,0.16768628,0.186346464,0.211277543,0.240454736,0.272119343,0.305576995,0.340399406,0.449005969,0.552509135,0.633567053,0.785462512,0.825433081,0.855349856,0.850010097,0.841221965,0.827519884,0.802017493,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.154313819
Ktr100,0.366173754,0.209198176,0.11861005,0.079646487,0.077544598,0.097541491,0.124874278,0.147953017,0.167879569,0.188928739,0.214382707,0.243553121,0.274759002,0.306715072,0.339718869,0.374463634,0.485740234,0.581941802,0.658152493,0.80247127,0.831392335,0.855929104,0.850966923,0.840518977,0.824193781,0.799668277,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.110538689
Ktr101,0.311919511,0.197835541,0.129593352,0.098116283,0.094327677,0.109150875,0.133509219,0.159895837,0.187083009,0.215412802,0.245133861,0.276121147,0.308156199,0.341112861,0.375234194,0.410855567,0.5204483,0.608588898,0.68345947,0.811244895,0.837226403,0.853607641,0.849592102,0.839472877,0.822110674,0.797372857,0.758401532,0.699674041,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.077031885
Ktr102,0.255510715,0.1811756,0.135658347,0.114352702,0.112652409,0.125951214,0.149642862,0.179445563,0.212375399,0.245772918,0.277684807,0.308982314,0.341242827,0.375629439,0.41164807,0.448390346,0.552629922,0.633533316,0.709496363,0.81458393,0.842725668,0.850140813,0.846747035,0.837759282,0.820775738,0.795070051,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.065464595
Ktr103,0.214025061,0.165743692,0.137360438,0.126358263,0.130220129,0.146429001,0.172467841,0.205595319,0.242172922,0.278337844,0.311322826,0.342742802,0.375308252,0.41092879,0.448310551,0.485358803,0.582017406,0.658125884,0.736004133,0.816492572,0.84782842,0.84783458,0.843891867,0.835112384,0.819413677,0.792664546,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.085579197
Ktr104,0.202229062,0.157623338,0.1357406,0.132867766,0.145291751,0.169299471,0.201177844,0.237392503,0.275123953,0.311731417,0.345418681,0.377767783,0.411205323,0.447342102,0.484525719,0.520287973,0.608614779,0.683447874,0.762231078,0.820149543,0.852316957,0.848255192,0.842140511,0.831461926,0.81744343,0.790110745,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.139774391
Ktr105,0.225644506,0.161130755,0.133782089,0.135545131,0.158366507,0.194192842,0.23497076,0.274101609,0.310805633,0.345757795,0.379677064,0.413458412,0.448040816,0.483869383,0.51941375,0.552649685,0.633512935,0.709502331,0.785454836,0.825431676,0.855349623,0.850010055,0.841221957,0.827519882,0.815060879,0.787561916,0.746871939,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.201074157
Ktr106,0.287482,0.180140341,0.134953733,0.136786562,0.170503214,0.220968075,0.273045532,0.31504141,0.349027296,0.380516218,0.413886148,0.448974839,0.484484989,0.519177845,0.552048844,0.582151972,0.658074486,0.736022743,0.802460385,0.83139033,0.855928776,0.850966864,0.840518966,0.824193779,0.812656141,0.785221043,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.235158792
Ktr107,0.382422364,0.216077931,0.143430024,0.140687328,0.184058526,0.249752302,0.31397734,0.358723728,0.38910717,0.416024774,0.447942883,0.483604782,0.519322995,0.552108204,0.581763732,0.608791067,0.683386042,0.762253238,0.811234943,0.837224523,0.853607342,0.84959205,0.839472867,0.822110672,0.810520511,0.783143137,0.738161108,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.219932799
Ktr108,0.471027263,0.260575129,0.166208118,0.158138981,0.206580468,0.281745331,0.353846318,0.400432604,0.428399049,0.451976938,0.482179312,0.517146246,0.551799572,0.582195188,0.608925261,0.633716024,0.709430196,0.785480497,0.8145747,0.842723914,0.850140536,0.846746988,0.837759274,0.820775737,0.808550003,0.780791322,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.182197493
Ktr109,0.505328574,0.302814978,0.210990832,0.201732141,0.246914909,0.31841514,0.388108838,0.434645129,0.463765618,0.487985032,0.517036255,0.549524803,0.581274351,0.609147031,0.634158807,0.658364098,0.735913538,0.802501844,0.816478093,0.847825821,0.847834142,0.843891787,0.835112368,0.819413674,0.806541806,0.777480749,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.160978394
Ktr110,0.458527664,0.335074324,0.279916417,0.276667358,0.308940562,0.360349446,0.414507424,0.458500441,0.493304563,0.523368382,0.552323732,0.580535408,0.607551442,0.633177069,0.658246321,0.683850432,0.762071633,0.811308667,0.820121887,0.852312213,0.848254352,0.84214035,0.831461893,0.817443423,0.804345159,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.184423224
Ktr111,0.388503862,0.362005219,0.352864846,0.358584901,0.376667541,0.404614923,0.439929204,0.47978585,0.520053553,0.556274314,0.585328575,0.609450541,0.632212861,0.656519044,0.68259605,0.710001704,0.785255947,0.814668628,0.825396176,0.855343652,0.850008981,0.841221749,0.827519839,0.815060869,0.80201749,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.237168528
Ktr112,0.374305986,0.391353514,0.404151523,0.415734969,0.429138804,0.447397984,0.473547462,0.508950708,0.548285257,0.584557157,0.612706814,0.635412065,0.6572851,0.681911802,0.708772816,0.736322478,0.802346921,0.816543458,0.831369386,0.855925348,0.850966249,0.840518849,0.824193755,0.812656135,0.799668275,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.292973055
Ktr113,0.465690834,0.428202232,0.417756591,0.42806401,0.452834588,0.485778423,0.520605613,0.552275376,0.580743408,0.607214525,0.632800947,0.658244524,0.684194508,0.710943562,0.737357967,0.761947415,0.811376894,0.820091597,0.837248692,0.853611576,0.849592837,0.839473028,0.822110708,0.810520519,0.797372859,0.758401532,0.699674041,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.330750415
Ktr114,0.595247117,0.466983074,0.416319142,0.422303477,0.463984231,0.520409559,0.570627616,0.599364238,0.614056006,0.627817179,0.650699322,0.680503196,0.711966863,0.740600028,0.764998961,0.784531576,0.814985798,0.825258323,0.842796268,0.850152871,0.846749255,0.837759727,0.820775835,0.808550025,0.795070056,0.755258279,0.692634463,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.350033661
Ktr115,0.666271528,0.499464912,0.432143008,0.436881069,0.486254347,0.552838095,0.609207564,0.635652688,0.643322113,0.651079168,0.67317675,0.705426043,0.739027798,0.766716277,0.787359781,0.801360123,0.816965464,0.831185623,0.847913036,0.847848833,0.843894469,0.835112899,0.819413789,0.806541832,0.792664552,0.752563733,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.355510705
Ktr116,0.613383039,0.519912902,0.486858372,0.497617895,0.535589914,0.584172875,0.626765222,0.651492345,0.665387425,0.680210586,0.704608626,0.734775029,0.763789951,0.786067174,0.801354987,0.810735303,0.82036154,0.837129543,0.852357726,0.848261719,0.842141658,0.831462144,0.817443477,0.804345171,0.790110747,0.749905487,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.353214636
Ktr117,0.496489747,0.532577337,0.559400832,0.579908691,0.59704937,0.613771329,0.633023025,0.656899754,0.684084161,0.712405727,0.739772668,0.764408127,0.784613981,0.799186738,0.808901429,0.815027716,0.825234953,0.842802366,0.855320283,0.850004416,0.841220833,0.827519639,0.815060825,0.80201748,0.787561913,0.746871938,0.670461821,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.354559241
Ktr118,0.40682203,0.544204796,0.618032338,0.646541598,0.647969515,0.640553029,0.642529081,0.666807686,0.70499117,0.743354933,0.771047177,0.788707312,0.79984755,0.807548772,0.813166531,0.817625049,0.830900452,0.848030432,0.855848458,0.850952468,0.840516219,0.824193208,0.812656016,0.799668249,0.785221036,0.743051683,0.663009232,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.372303482
Ktr119,0.411329039,0.560110991,0.640019069,0.670809666,0.672239176,0.664063991,0.666040505,0.691960694,0.731758865,0.769404909,0.792552921,0.803593809,0.808602687,0.812657478,0.816847355,0.8212643,0.836745543,0.852515867,0.853527747,0.849577923,0.839470188,0.822110118,0.810520391,0.79737283,0.783143131,0.738161107,0.655646653,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.413369264
Ktr120,0.479835008,0.579888177,0.638644116,0.668025569,0.67995528,0.686355994,0.699150455,0.726350446,0.760323909,0.789527827,0.805380542,0.811145841,0.813048875,0.816138639,0.82075951,0.826079713,0.842448786,0.855463937,0.850094624,0.846738847,0.837757727,0.820775416,0.808549933,0.795070035,0.780791319,0.732427757,0.648000241,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.461330269
Ktr121,0.557882947,0.601697746,0.6361948,0.664006886,0.687766781,0.710107258,0.733661096,0.759780391,0.784694529,0.803352221,0.812363147,0.81498088,0.816119966,0.819648434,0.825248245,0.831554843,0.847761501,0.855955693,0.847823305,0.843889808,0.835111975,0.819413588,0.806541788,0.792664542,0.777480748,0.726206966,0.639594115,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.49392312
Ktr122,0.603947974,0.624343046,0.64980804,0.678365474,0.708037865,0.736847733,0.762817595,0.784232176,0.800425029,0.810991912,0.816095247,0.818164101,0.820194201,0.824485077,0.830551455,0.837211861,0.852326267,0.85360289,0.848256357,0.84214058,0.831461903,0.817443419,0.804345158,0.790110744,0.772802794,0.719793442,0.630035641,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.496349852
Ktr123,0.628233648,0.649195265,0.676019147,0.705890282,0.735993663,0.763514277,0.785637117,0.800400245,0.809254017,0.814501863,0.818216962,0.821551497,0.8254274,0.830514929,0.836477635,0.842727395,0.855350696,0.850140103,0.850009734,0.841221755,0.827519806,0.815060857,0.802017487,0.787561914,0.767453741,0.713239384,0.619265181,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.483674151
Ktr124,0.653875642,0.678267551,0.70621303,0.735164539,0.762574535,0.785895478,0.802579826,0.811157238,0.81446618,0.81642232,0.820129813,0.825446766,0.831419775,0.837246385,0.84272793,0.847816691,0.855933661,0.847832607,0.850967739,0.840519133,0.824193814,0.812656148,0.799668278,0.785221043,0.762406102,0.706536362,0.607306343,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.478425114
Ktr125,0.69718651,0.712274497,0.733365263,0.757278271,0.780832982,0.80084886,0.814145365,0.818913067,0.818826965,0.818933165,0.823050865,0.830091636,0.83774014,0.844085954,0.848838311,0.852111356,0.853693545,0.84821906,0.849607955,0.839476055,0.822111374,0.810520668,0.797372893,0.783143145,0.758401534,0.699674042,0.594375453,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.497031276
Ktr126,0.747186337,0.746736489,0.756814071,0.773348712,0.792270043,0.809507694,0.820991295,0.824226725,0.823024856,0.822772807,0.827459363,0.835479964,0.843831715,0.850032593,0.853684058,0.854908443,0.850326789,0.849931622,0.846781073,0.837766041,0.820777209,0.80855033,0.795070125,0.78079134,0.755258283,0.692634464,0.581459698,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.53151893
Ktr127,0.786072093,0.775875363,0.777488343,0.786999897,0.800498891,0.814074189,0.823814657,0.827194476,0.827229098,0.828319291,0.833650095,0.841543639,0.849106323,0.853983369,0.855975277,0.855421368,0.848049345,0.850875833,0.843931063,0.835120153,0.819415362,0.80654218,0.792664631,0.777480769,0.752563737,0.685397764,0.569738981,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.567813809
Ktr128,0.797838282,0.794726637,0.796572786,0.801869724,0.80911044,0.816787927,0.823395176,0.827944939,0.831529007,0.83575893,0.841672763,0.848014573,0.852954932,0.855119538,0.854954603,0.853361463,0.848359837,0.849546865,0.842159539,0.831465718,0.817444256,0.804345343,0.790110786,0.772802804,0.74990549,0.677970113,0.559855791,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.594868815
Ktr129,0.773669561,0.801580569,0.816275383,0.821651533,0.821606551,0.820037967,0.820843313,0.826736151,0.835694178,0.844511122,0.850596724,0.853824778,0.854685092,0.853759104,0.851994784,0.850431731,0.849887591,0.846798423,0.841198681,0.827515122,0.81505985,0.802017261,0.787561862,0.767453729,0.746871936,0.67046182,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.61374554
Ktr130,0.706548121,0.795541104,0.839059931,0.85005253,0.841466826,0.826250745,0.817352214,0.823858506,0.839414278,0.853803532,0.859246245,0.857706286,0.853583496,0.850504256,0.849001096,0.848833087,0.850544603,0.844073843,0.840438316,0.824177013,0.812652484,0.799667454,0.785220853,0.762406057,0.743051673,0.663009231,0.539035878,0.316916251,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.628532749
Ktr131,0.599532236,0.77803448,0.865702809,0.887845389,0.869770392,0.836785984,0.814200336,0.819941076,0.842413673,0.862643055,0.866446437,0.858810179,0.849512926,0.846132176,0.847440836,0.850010664,0.848848329,0.842466363,0.839328591,0.822080066,0.810513792,0.797371338,0.783142787,0.758401449,0.738161088,0.655646652,0.524533038,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.642090123
Ktr132,0.495984502,0.759776117,0.890230698,0.924064679,0.897994495,0.848736581,0.813007373,0.816967644,0.844555525,0.869153485,0.871025771,0.857963737,0.844640512,0.842120024,0.847029371,0.852386451,0.845738058,0.841668818,0.837560954,0.820733064,0.80854059,0.795067915,0.780790828,0.75525816,0.732427729,0.648000239,0.507365141,0.293878157,0.22190881,0.163184271,0.089163981,0.228347775,0.07456561,0.15626365,0.138337903,0.129009984,0.095449025,0.067771158,0.029886273,0.042637742,0.116436234,0.190457874,0.444382009,0.652361019
Ktr133,0.449343598,0.753803731,0.904982861,0.944810437,0.915215908,0.858128722,0.815478327,0.817260672,0.845737698,0.871237846,0.871813559,0.856413284,0.84170947,0.840119949,0.84704409,0.853626649,0.842758535,0.84102394,0.834887178,0.819364816,0.806530988,0.792662084,0.777480178,0.752563596,0.726206933,0.639594113,0.488625958,0.28562809,0.215451171,0.15448251,0.099384559,0.215686381,0.080923708,0.156650793,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.65605971
Ktr134,0.494722077,0.768831738,0.905030477,0.940901399,0.914027606,0.861992203,0.822378295,0.822172327,0.845974122,0.867786844,0.868325787,0.855154757,0.842549691,0.841126703,0.846862621,0.852074451,0.841075595,0.839948258,0.83124799,0.817396862,0.80433481,0.790108383,0.772802243,0.749905355,0.719793411,0.630035639,0.469273629,0.278275932,0.210550591,0.14477884,0.113879545,0.196750461,0.090686023,0.154758811,0.137397173,0.123965102,0.091191004,0.060444725,0.032747434,0.048390615,0.127145109,0.226024906,0.478665378,0.651470437
Ktr135,0.593927988,0.796281368,0.896372403,0.922031075,0.901087365,0.861371255,0.830712727,0.829173596,0.845743005,0.861641931,0.862825136,0.854182521,0.845337769,0.843505434,0.84626355,0.848781016,0.840339421,0.838153474,0.827339947,0.815021674,0.802008733,0.78755991,0.76745327,0.746871826,0.713239357,0.619265179,0.449723787,0.271645315,0.206665825,0.134871275,0.130553215,0.174867961,0.101742243,0.151371587,0.135606634,0.121080806,0.089899633,0.056677846,0.034995138,0.051933166,0.127807099,0.247533615,0.495045439,0.6431573
Ktr136,0.690443254,0.823250552,0.887739413,0.902611671,0.88656916,0.858313714,0.836547168,0.834765168,0.845638621,0.856632244,0.858260965,0.853240549,0.847336972,0.844963892,0.845125704,0.845474491,0.839821286,0.835425086,0.824048558,0.812624456,0.799661148,0.785219402,0.762405713,0.743051591,0.70653634,0.607306342,0.430256434,0.265744505,0.202930046,0.12569952,0.146923576,0.153918926,0.111700443,0.147478048,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.637254364
Ktr137,0.742053282,0.839725867,0.885248464,0.893197028,0.878147512,0.854675871,0.837358057,0.836597389,0.84610664,0.855425945,0.856648598,0.852080512,0.846580757,0.843911305,0.843445742,0.843460553,0.838883346,0.831729078,0.821985402,0.810493054,0.797366639,0.783141699,0.758401189,0.738161026,0.699674022,0.594375452,0.411047236,0.260540067,0.198692087,0.117881415,0.161233414,0.136820796,0.118850409,0.143923416,0.131649862,0.116342936,0.087355559,0.048797384,0.038688283,0.055253479,0.133674925,0.290835752,0.528563115,0.63897587
Ktr138,0.763757414,0.847248473,0.884561243,0.888907525,0.873499117,0.851547819,0.83626543,0.836919216,0.846998308,0.856047307,0.856267239,0.850484851,0.844183321,0.841562836,0.841691641,0.842354991,0.837251299,0.827753394,0.820666322,0.808525881,0.795064569,0.78079005,0.755257974,0.732427684,0.692634446,0.581459697,0.391854513,0.255831761,0.194163432,0.110747337,0.174624616,0.12264058,0.124208757,0.140978081,0.130279811,0.114385447,0.085659594,0.044740002,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.649856757
Ktr139,0.784858476,0.850248177,0.87872562,0.881005175,0.867801214,0.849828104,0.837800218,0.839129258,0.848016268,0.855359626,0.854462061,0.848243707,0.842029048,0.839835128,0.840449213,0.841351125,0.834741725,0.824366463,0.819333231,0.806523993,0.792660492,0.777479808,0.752563507,0.726206912,0.685397751,0.56973898,0.372332247,0.251377644,0.189771223,0.103305796,0.188963849,0.109482682,0.12947381,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.670512139
Ktr140,0.826479448,0.852402105,0.863315518,0.863622136,0.857724408,0.850024783,0.844925708,0.845419166,0.848855262,0.851173636,0.849450437,0.845307848,0.841504562,0.840060387,0.840039586,0.83976754,0.831336974,0.822170312,0.817415941,0.804339079,0.790109361,0.772802479,0.74990541,0.719793424,0.677970109,0.55985579,0.352452503,0.246898899,0.185761642,0.095089042,0.205176464,0.096137764,0.135873884,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.699173707
Ktr141,0.877023923,0.854376663,0.844009083,0.842371134,0.845912771,0.851083946,0.854334611,0.853152747,0.849178442,0.845089812,0.842938539,0.842270574,0.842005431,0.841233066,0.839725176,0.837423895,0.827682466,0.82070135,0.81509587,0.802025353,0.787563719,0.767454174,0.74687204,0.713239409,0.670461826,0.550302953,0.333459679,0.241969198,0.181657023,0.087724264,0.220422559,0.08414153,0.142757253,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053745,0.160040728,0.381655021,0.599207319,0.724539454
Ktr142,0.916715648,0.856085579,0.829010516,0.825735042,0.836503741,0.851561196,0.861151991,0.858486849,0.848641063,0.839656063,0.83750474,0.839885814,0.842429465,0.841763184,0.838503715,0.834265117,0.824589388,0.819229582,0.81274234,0.799687665,0.785225504,0.762407159,0.743051934,0.706536423,0.663009246,0.539035879,0.316916252,0.236125336,0.176798742,0.08336239,0.230920918,0.075715945,0.149002182,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.73292395
Ktr143,0.928762687,0.857132266,0.824917301,0.820684164,0.832999225,0.850428855,0.861539426,0.858390793,0.847016755,0.836944598,0.835182338,0.838660922,0.841792028,0.840364872,0.835678828,0.830410804,0.822597958,0.817215022,0.810627673,0.797397095,0.783148752,0.758402863,0.738161425,0.699674118,0.655646671,0.524533039,0.303941033,0.229162421,0.17065287,0.083768463,0.233615102,0.072595602,0.153633669,0.137633321,0.130572783,0.098549406,0.071323616,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825773,0.716642463
