,Kt1,Kt2,Kt3,Kt4,Kt5,Kt6,Kt7,Kt8,Kt9,Kt10,Kt11,Kt12,Kt13,Kt14,Kt15,Kt16,Kt17,Kt18,Kt19,Kt20,Kt21,Kt22,Kt23,Kt24,Kt25,Kt26,Kt27,Kt28,Kt29,Kt30,Kt31,Kt32,Kt33,Kt34,Kt35,Kt36,Kt37,Kt38,Kt39,Kt40,Kt41,Kt42,Kt43,Kt44
Ktr246,0.154906684,0.18531592,0.198752122,0.199229939,0.190764021,0.177369021,0.163059587,0.151052142,0.141370193,0.133239019,0.125910438,0.118742422,0.111119482,0.102740536,0.094562122,0.087855185,0.089079111,0.130554316,0.174636529,0.228347349,0.122640559,0.074565621,0.124208754,0.15626365,0.140978081,0.130279811,0.114385447,0.085659594,0.044740001,0.039701033,0.056258921,0.140293784,0.312037782,0.546062083,0.675375502,0.748680833,0.807863398,0.86101666,0.785432116,0.698136458,0.576809094,0.280666318,0.212356287,0.281786696
Ktr247,0.167586394,0.188737961,0.195859047,0.192411147,0.181855759,0.167654378,0.153268501,0.141450091,0.132112982,0.124461475,0.117702223,0.111051289,0.103727088,0.095449177,0.08794168,0.083429859,0.099307203,0.146931171,0.18897341,0.215686156,0.109482643,0.080923719,0.129473808,0.156650793,0.138768728,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.55601507,0.258238688,0.216799444,0.297547682
Ktr248,0.213131943,0.202931994,0.190868744,0.177801517,0.164589639,0.152092434,0.141169229,0.132368741,0.124997259,0.118050461,0.110738892,0.103132542,0.095516263,0.088477691,0.083815601,0.083631552,0.113849782,0.161258755,0.205175839,0.19675085,0.096137693,0.090686031,0.135873884,0.154758811,0.137389292,0.130107408,0.109126555,0.080969589,0.036874016,0.040426481,0.067769166,0.15370113,0.357673436,0.581932936,0.687268312,0.760854513,0.814194803,0.871043493,0.749464367,0.703527909,0.535159535,0.23534025,0.221455663,0.289380199
Ktr249,0.262470369,0.216197898,0.182760268,0.159755212,0.14478046,0.135433745,0.129312799,0.12424481,0.118974792,0.112477219,0.104197096,0.095461572,0.088068332,0.08370034,0.083581681,0.088821722,0.130583796,0.174665845,0.220410394,0.17486897,0.084141439,0.101742247,0.142757254,0.151371586,0.136802706,0.130851243,0.105662735,0.077999579,0.03354696,0.040490088,0.079053744,0.160040728,0.381655021,0.599207319,0.691573816,0.766815731,0.815554586,0.873894429,0.730061506,0.707713276,0.513567947,0.21402978,0.225950032,0.271762603
Ktr250,0.27845221,0.214010956,0.170779719,0.144298505,0.13010732,0.123746169,0.120755057,0.117349146,0.112444219,0.105631213,0.097013548,0.088744563,0.083490079,0.083417562,0.088701059,0.099016263,0.146990054,0.189002486,0.230904414,0.153920055,0.075715873,0.111700443,0.149002184,0.147478048,0.136939154,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.490351582,0.197026276,0.229680238,0.265939554
Ktr251,0.235821686,0.1871046,0.155169887,0.136119468,0.126055263,0.12107919,0.117293171,0.111620674,0.104271374,0.096276495,0.088845901,0.083904009,0.083553879,0.089257574,0.099913177,0.113777781,0.16128366,0.20518453,0.233607072,0.136821229,0.072595602,0.118850405,0.15363367,0.143923416,0.13763332,0.130572783,0.098549406,0.071323617,0.029921946,0.041311636,0.105134263,0.177604323,0.425458281,0.627825771,0.701728116,0.779160963,0.823556392,0.861818377,0.701324442,0.700576108,0.464894989,0.186442602,0.23233302,0.284999962
Ktr252,0.156897757,0.147244854,0.140160328,0.134553359,0.129333126,0.123408808,0.115689584,0.105670603,0.095190891,0.086675444,0.082235549,0.08272765,0.088694485,0.100159715,0.115070702,0.13085573,0.174616884,0.220391065,0.228354862,0.122639949,0.074565692,0.124208753,0.156263649,0.140978081,0.138337903,0.129009984,0.095449025,0.067771159,0.029886272,0.042637743,0.116436234,0.190457873,0.444382009,0.638245161,0.708221712,0.784942704,0.830585823,0.848216575,0.694338381,0.687657886,0.437675821,0.181967084,0.234751306,0.309409746
Ktr253,0.075893065,0.11145589,0.130977288,0.137597232,0.134455693,0.124692645,0.11144806,0.097778214,0.086404602,0.079965023,0.080444821,0.087219534,0.099012242,0.114391107,0.131304602,0.147546279,0.188876289,0.230866982,0.215706114,0.10948126,0.080923821,0.129473813,0.15665079,0.138768729,0.1384101,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.671524606,0.409445005,0.182681912,0.238067072,0.311479075
Ktr254,0.024508483,0.093925608,0.13060096,0.142127437,0.136097935,0.12010535,0.101742578,0.087509024,0.079530123,0.078837817,0.085844593,0.098485106,0.114074554,0.130307152,0.146393178,0.161921925,0.20501149,0.233573242,0.196773344,0.096136291,0.090686082,0.1358739,0.154758807,0.137389292,0.137397173,0.123965102,0.091191004,0.060444721,0.032747437,0.048390612,0.127145108,0.226024908,0.478665378,0.651676659,0.722102741,0.792372915,0.84349147,0.825350875,0.693186499,0.654274282,0.380987019,0.187482342,0.243042164,0.273113727
Ktr255,0.024397802,0.097496809,0.133027317,0.140537506,0.129575559,0.109689658,0.090427984,0.079573488,0.077848199,0.084208914,0.097239912,0.114035398,0.131317061,0.146616385,0.16070404,0.175160493,0.220224308,0.228335054,0.174885834,0.084140531,0.101742223,0.142757279,0.151371583,0.136802706,0.135606634,0.121080807,0.089899634,0.056677839,0.034995143,0.051933162,0.127807098,0.247533619,0.495045439,0.656262275,0.728984145,0.794655454,0.8482556,0.817839247,0.696210596,0.636229654,0.35322054,0.194515882,0.248957912,0.214601908
Ktr256,0.094703041,0.122176023,0.130006274,0.124100264,0.110364459,0.094705328,0.083029338,0.079968297,0.08505536,0.096549023,0.112544369,0.13048284,0.147642463,0.162115624,0.175252128,0.189216135,0.230779618,0.215693696,0.153927055,0.075715552,0.111700405,0.149002201,0.147478045,0.136939154,0.13353606,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.617269645,0.327097798,0.201743106,0.254725517,0.165827433
Ktr257,0.238031926,0.164306997,0.116158274,0.088800887,0.077449964,0.077320632,0.083628022,0.09240718,0.102972837,0.115459643,0.129822228,0.145295138,0.160932901,0.176001829,0.190615373,0.205098769,0.233641736,0.196750512,0.136817712,0.072595652,0.118850465,0.153633659,0.143923414,0.137633323,0.131649862,0.116342935,0.087355558,0.0487974,0.038688271,0.055253488,0.133674929,0.290835743,0.528563115,0.668020251,0.742303631,0.802524321,0.856623245,0.799163288,0.698682299,0.597359418,0.303205259,0.207591507,0.259609304,0.149719272
Ktr258,0.390854986,0.205582351,0.097585852,0.049473963,0.043855157,0.063337908,0.09053069,0.111472031,0.125920679,0.137065434,0.14774043,0.159361119,0.172988287,0.189072526,0.20562367,0.220041361,0.228572749,0.174847128,0.122627451,0.074566012,0.124208939,0.156263603,0.140978082,0.138337906,0.13027981,0.114385445,0.085659593,0.044740025,0.039701016,0.056258935,0.14029379,0.312037768,0.546062082,0.675375481,0.748680853,0.807863382,0.861016698,0.785432124,0.698136435,0.576809102,0.280666338,0.212356255,0.264286096,0.16138702
Ktr259,0.473108458,0.224031927,0.083262068,0.025666428,0.026112557,0.059468004,0.100600318,0.129461784,0.146343636,0.156621844,0.165116588,0.174424887,0.186587972,0.202525383,0.218669907,0.230332642,0.216034183,0.153885236,0.10946315,0.080924536,0.129474036,0.156650727,0.138768737,0.138410099,0.129724514,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.55601507,0.258238688,0.216799444,0.269785842,0.188985429
Ktr260,0.430464724,0.205189261,0.079812204,0.031038719,0.035573969,0.070123119,0.111391334,0.140833018,0.158899537,0.170791498,0.181037273,0.191476294,0.203275762,0.216656875,0.228056835,0.232966844,0.197072293,0.136797403,0.096117155,0.090687435,0.135874,0.154758756,0.137389312,0.137397163,0.13010741,0.109126559,0.080969592,0.036873956,0.040426524,0.06776913,0.153701117,0.357673472,0.581932938,0.687268366,0.760854464,0.814194843,0.871043398,0.749464348,0.703527967,0.535159515,0.235340199,0.221455744,0.276563451,0.219903119
Ktr261,0.311540773,0.164602674,0.084470438,0.055705257,0.062868325,0.090520835,0.12322398,0.1486729,0.167098528,0.181865744,0.195664894,0.208488178,0.219653259,0.228158701,0.231726666,0.227760214,0.175072241,0.12263968,0.084123682,0.101744151,0.1427572,0.151371559,0.13680273,0.135606621,0.130851247,0.105662741,0.077999583,0.033546872,0.040490152,0.079053692,0.160040709,0.381655073,0.599207323,0.691573896,0.766815658,0.815554646,0.873894288,0.730061477,0.707713362,0.513567918,0.214029704,0.225950151,0.282773678,0.238464182
Ktr262,0.190689743,0.125324185,0.092123168,0.083893964,0.093443845,0.113580084,0.137109952,0.158226242,0.176663829,0.193543106,0.20943082,0.222679122,0.231086517,0.232821368,0.227531476,0.215234502,0.154003914,0.109498991,0.075702412,0.111702432,0.14900204,0.147478041,0.136939157,0.133536059,0.1312036,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.490351582,0.197026276,0.229680238,0.285996239,0.228226579
Ktr263,0.126084161,0.10542463,0.09882169,0.103309834,0.115923555,0.133697346,0.1536657,0.173274458,0.191614855,0.208189469,0.222187842,0.231547345,0.233892309,0.227638972,0.214371202,0.196464775,0.136853804,0.096153276,0.072585981,0.118851873,0.153633604,0.143923405,0.137633278,0.131649894,0.130572772,0.09854939,0.071323606,0.029922168,0.041311474,0.105134396,0.177604371,0.425458149,0.627825763,0.701727914,0.779161145,0.823556241,0.861818733,0.701324513,0.700575891,0.464895063,0.186442793,0.232332719,0.284320878,0.182324293
Ktr264,0.111174117,0.103050115,0.105276878,0.115566162,0.131629722,0.151179314,0.171926694,0.191745359,0.209155776,0.222840156,0.231474454,0.233709606,0.228190295,0.214419979,0.195337224,0.174739369,0.122674826,0.084144545,0.074558842,0.124209449,0.156263713,0.140978059,0.138337839,0.130279858,0.129009968,0.095449,0.067771144,0.029886601,0.042637504,0.116436431,0.190457944,0.444381813,0.638245148,0.708221413,0.784942973,0.8305856,0.848217101,0.694338487,0.687657565,0.43767593,0.181967365,0.234750862,0.277877441,0.132195392
Ktr265,0.123229093,0.111365562,0.113364499,0.125753316,0.145059424,0.167810235,0.190533159,0.210103355,0.224786957,0.23319785,0.234250571,0.228062295,0.215050851,0.196176445,0.174568781,0.153899939,0.109536494,0.075705822,0.080918398,0.129473982,0.156650871,0.138768712,0.138410102,0.129724514,0.126727121,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.671524606,0.409445005,0.182681912,0.238067072,0.267305803,0.11885397
Ktr266,0.142935516,0.124575148,0.124625864,0.138039913,0.159769542,0.184766998,0.207984531,0.225089177,0.23460714,0.235779413,0.228378459,0.214302625,0.195981731,0.175734113,0.155432179,0.136836857,0.096201422,0.072580418,0.090680618,0.135874112,0.154758709,0.137389308,0.137397342,0.13010729,0.123965142,0.091191065,0.060444761,0.032746606,0.048391217,0.127144611,0.226024727,0.478665873,0.651676692,0.722103495,0.792372235,0.843492033,0.825349545,0.693186232,0.654275092,0.380986744,0.187481632,0.243043287,0.253557973,0.169109997
Ktr267,0.164647603,0.141040056,0.139264442,0.152907549,0.175556166,0.200797079,0.222217078,0.234548838,0.237108585,0.23035843,0.215329766,0.195331092,0.174240186,0.155173474,0.138201978,0.122635368,0.084204596,0.074552783,0.101735716,0.142757758,0.151371363,0.13680274,0.135606883,0.130851068,0.121080866,0.089899724,0.056677898,0.034993916,0.051934055,0.127806364,0.247533351,0.49504617,0.656262323,0.728985259,0.794654451,0.848256432,0.817837282,0.696210202,0.63623085,0.353220134,0.194514834,0.24895957,0.238834498,0.252956973
Ktr268,0.186136516,0.160160724,0.157149245,0.16991607,0.191275191,0.214040598,0.231026282,0.236604669,0.231381929,0.217522668,0.197478491,0.174849011,0.15352084,0.136388707,0.122379803,0.109429437,0.075774097,0.080917651,0.111692467,0.149002656,0.147478097,0.136939139,0.133536062,0.1312036,0.118460108,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.617269645,0.327097798,0.201743106,0.254725517,0.22564806,0.326184274
Ktr269,0.204268292,0.18067116,0.177716731,0.188423411,0.205809608,0.22289373,0.232694183,0.230073767,0.217272845,0.198376172,0.177121475,0.155858375,0.136589467,0.120771678,0.107679258,0.096040793,0.072648544,0.090687687,0.118841511,0.153633536,0.143924223,0.137633177,0.131649242,0.130573222,0.116342784,0.08735533,0.048797251,0.038691372,0.055251233,0.133676783,0.290836418,0.528561266,0.668020128,0.742300815,0.802526857,0.856621144,0.799168252,0.698683294,0.597356394,0.303206285,0.207594157,0.259605113,0.215719125,0.354921263
Ktr270,0.212288461,0.198639666,0.198673147,0.206979867,0.218150786,0.226776868,0.227449073,0.216552291,0.197647126,0.17608811,0.156246926,0.13856388,0.12249643,0.107704997,0.094661852,0.084042229,0.0746087,0.101747268,0.124200939,0.156263083,0.140979252,0.138337699,0.130278894,0.129010634,0.114385222,0.085659257,0.044739805,0.039705594,0.056255604,0.140296527,0.312038765,0.546059352,0.6753753,0.748676694,0.807867126,0.861013595,0.785439455,0.698137903,0.576804638,0.280667853,0.212360169,0.264279908,0.207599288,0.346657238
Ktr271,0.202537428,0.209468114,0.21729219,0.223933825,0.227317192,0.225366461,0.216005803,0.198331166,0.176125599,0.15434393,0.1367659,0.122470901,0.109363239,0.096068962,0.084101071,0.075694308,0.080945867,0.111698704,0.129470708,0.156650977,0.138768742,0.138410094,0.129724515,0.126727121,0.112097851,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.55601507,0.258238688,0.216799444,0.269785842,0.199047932,0.319221479
Ktr272,0.172899352,0.210636309,0.231104486,0.237254835,0.232038308,0.218405858,0.199308437,0.177595879,0.155713549,0.136005689,0.120173587,0.107346686,0.096011471,0.085281156,0.076775868,0.072742461,0.090672472,0.118830126,0.135879695,0.15476113,0.13738639,0.137397664,0.13010973,0.123963461,0.109127122,0.080970442,0.036874513,0.040414953,0.067777549,0.153694198,0.357670952,0.581939837,0.687268824,0.760864974,0.814185379,0.87105124,0.749445821,0.703524255,0.535170798,0.23533637,0.221445854,0.276579091,0.188741269,0.290386068
Ktr273,0.143433406,0.207935777,0.238668397,0.243397092,0.229887685,0.205906003,0.179217871,0.156110182,0.136954104,0.120641872,0.106301735,0.094005995,0.084062965,0.076908306,0.073487061,0.074871621,0.101685457,0.124172971,0.142772468,0.151374391,0.136798442,0.135607365,0.130854671,0.121078383,0.105663573,0.078000839,0.033547694,0.040473066,0.079066123,0.160030491,0.381651352,0.599217509,0.691574572,0.766831178,0.815540671,0.873905868,0.730034119,0.707707881,0.513584578,0.214024051,0.225935546,0.282796773,0.179022838,0.277694292
Ktr274,0.139742517,0.209235975,0.238799217,0.238435954,0.218149892,0.187944743,0.157824213,0.135532389,0.119774854,0.106997571,0.094566232,0.083525464,0.075839626,0.073054422,0.075040934,0.081251591,0.111602891,0.129444501,0.149022516,0.147475845,0.136939282,0.133536067,0.131203596,0.118460109,0.102033763,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.490351582,0.197026276,0.229680238,0.285996239,0.173153011,0.29863224
Ktr275,0.176257731,0.218834361,0.230833982,0.220459164,0.195912476,0.165396488,0.137113768,0.117286912,0.104218615,0.094231596,0.084653324,0.076830245,0.073113553,0.075140216,0.081690302,0.090829657,0.118723742,0.135882102,0.153651693,0.143910181,0.137644461,0.131648035,0.130564108,0.116349062,0.098547289,0.071320433,0.02992009,0.041354657,0.105102977,0.177630196,0.425467553,0.627800017,0.701726206,0.779121921,0.82359156,0.861789466,0.70139366,0.700589744,0.464852954,0.186457081,0.23236963,0.284262507,0.17374,0.359880728
Ktr276,0.222722571,0.226740403,0.216196696,0.195604007,0.169474894,0.142321915,0.118657628,0.101862559,0.090789106,0.083157639,0.077330701,0.074239549,0.075457613,0.0818532,0.091474111,0.10166302,0.124070576,0.142803655,0.156275292,0.140960505,0.138354194,0.130277116,0.128997178,0.114394492,0.095445898,0.067766458,0.029883532,0.04270127,0.116390036,0.190496078,0.4443957,0.638207131,0.70821889,0.784885054,0.830637754,0.848173884,0.69444059,0.687678021,0.437613752,0.181988464,0.234805366,0.277791249,0.180783384,0.424899479
Ktr277,0.237708677,0.219391571,0.196833106,0.172020152,0.146939582,0.123578268,0.103923082,0.089514234,0.080105278,0.075003107,0.073636416,0.075921103,0.081894869,0.091197588,0.101877836,0.111586363,0.12934686,0.149047164,0.156656973,0.138769529,0.138409862,0.129724549,0.126727118,0.112097851,0.092954374,0.064135202,0.030892713,0.044978696,0.124116037,0.206580609,0.461939412,0.646094489,0.71514199,0.789483606,0.837656196,0.834991467,0.691877629,0.671524606,0.409445005,0.182681912,0.238067072,0.267305803,0.193630584,0.44634294
Ktr278,0.19448323,0.188707829,0.174858332,0.155689295,0.133955276,0.11241083,0.093810514,0.080450921,0.072796803,0.070854949,0.074333005,0.081742042,0.091293987,0.101352499,0.110888155,0.119023266,0.135776215,0.153617814,0.154764897,0.137434037,0.137355439,0.130114325,0.123997458,0.109103696,0.091198907,0.060456604,0.032754362,0.048230055,0.12726187,0.225928347,0.478630774,0.651772778,0.722109872,0.79251862,0.84336022,0.825458772,0.692928175,0.654223392,0.381143894,0.187428306,0.242905532,0.253775816,0.211309428,0.393840295
Ktr279,0.125095584,0.148539109,0.153064981,0.143921238,0.126355915,0.105617049,0.086952676,0.074697922,0.069536264,0.071238268,0.079080952,0.090367128,0.101906061,0.111196675,0.118496545,0.124752904,0.142662893,0.156189518,0.151385252,0.136867099,0.135545261,0.130861433,0.121128585,0.105628981,0.089911304,0.056695385,0.035005369,0.051696079,0.127979512,0.247391033,0.494994342,0.656404206,0.728994675,0.794870607,0.848061793,0.81799857,0.695829148,0.636154509,0.353452186,0.194436091,0.248756158,0.239156171,0.231569381,0.304919646
Ktr280,0.076290631,0.118217839,0.134415035,0.131857806,0.117521736,0.098382412,0.081415419,0.072234616,0.071006967,0.076537706,0.087265225,0.100160532,0.11182779,0.119783769,0.125195683,0.130143352,0.148831299,0.156603366,0.147508731,0.136935861,0.133536258,0.131203612,0.118460102,0.102033764,0.088724774,0.052799965,0.037115163,0.054416904,0.129213713,0.269522204,0.511552789,0.661363862,0.735732982,0.797739944,0.852472539,0.809835185,0.698570849,0.617269645,0.327097798,0.201743106,0.254725517,0.22564806,0.251840319,0.234083831
Ktr281,0.082386655,0.111816449,0.120976863,0.115917189,0.102686722,0.087334754,0.075910578,0.073018436,0.077482355,0.086681312,0.098110299,0.109728375,0.119610617,0.126447598,0.131391881,0.136211528,0.153303663,0.154857471,0.143976119,0.137462466,0.131805304,0.130547088,0.116222162,0.098634719,0.087326063,0.048753053,0.038662425,0.055852698,0.133239165,0.291196114,0.528692259,0.667661532,0.742277016,0.801980539,0.857113076,0.798760612,0.699646375,0.59754934,0.302619794,0.207793171,0.26011922,0.214906123,0.270149701,0.222397795
Ktr282,0.127995491,0.122367381,0.111244386,0.097623025,0.084499819,0.074871288,0.071733954,0.076919019,0.087596419,0.09977077,0.110198663,0.118644576,0.12562496,0.131642646,0.137145993,0.142569738,0.155893503,0.151578011,0.141028566,0.138089067,0.130509065,0.128972045,0.114207112,0.095574999,0.08561604,0.044674542,0.039662851,0.057143744,0.139650328,0.312569902,0.546252779,0.674845787,0.748641552,0.807060419,0.861739996,0.784837521,0.699560016,0.577089547,0.279801824,0.212654039,0.265039052,0.206398788,0.286915336,0.257174929
Ktr283,0.185302363,0.13764308,0.102817914,0.079775312,0.067463719,0.064831578,0.070827337,0.083784058,0.099573283,0.113451172,0.121952313,0.126725006,0.13069598,0.136103567,0.142432503,0.148479129,0.15661216,0.147548186,0.13875731,0.138412816,0.129724154,0.126727152,0.112097851,0.092954374,0.083549108,0.040718616,0.040241388,0.059850357,0.147371609,0.334121427,0.563937849,0.682099894,0.754857006,0.812101142,0.865918883,0.768696256,0.699318857,0.55601507,0.258238688,0.216799444,0.269785842,0.199047932,0.303152616,0.312290736
Ktr284,0.226492493,0.145415988,0.093297759,0.065174051,0.056081111,0.061055184,0.075132515,0.093461243,0.111637074,0.12536761,0.131793242,0.133785533,0.135648839,0.140565012,0.147225901,0.153200852,0.155470978,0.143551191,0.137253594,0.138030865,0.129527183,0.124061081,0.109577275,0.090872614,0.081079669,0.037039459,0.040522984,0.065532851,0.155327411,0.356328546,0.581450967,0.688607123,0.760953794,0.816224264,0.869215324,0.750967156,0.699929985,0.534450714,0.237525185,0.220703122,0.274660417,0.191775433,0.319876938,0.361620717
Ktr285,0.223751107,0.133458551,0.080284229,0.056619241,0.054854687,0.067381667,0.08659128,0.105798264,0.122011918,0.133165175,0.138143446,0.139642028,0.141308696,0.145761633,0.151500672,0.155996056,0.152481297,0.140370226,0.136608658,0.136540368,0.129994765,0.121222502,0.106328282,0.08942949,0.078162126,0.033791259,0.040632587,0.075751541,0.162442139,0.37966912,0.59849563,0.693550741,0.766962332,0.818551344,0.871194904,0.732280565,0.702400484,0.512521283,0.217256115,0.224838808,0.279963607,0.183503167,0.338103693,0.379040373
Ktr286,0.149263428,0.089543213,0.061377636,0.056910882,0.068287138,0.087650588,0.10714542,0.120642814,0.128921939,0.13448896,0.139424918,0.144110361,0.148500714,0.152428082,0.155231303,0.156125892,0.147654459,0.138788488,0.136913742,0.133538477,0.131203512,0.118460087,0.102033769,0.088724773,0.074750882,0.031128199,0.040695145,0.092066742,0.167640197,0.404621005,0.614775338,0.696114015,0.772913034,0.818203938,0.871423209,0.713266822,0.707737441,0.490351582,0.197026276,0.229680238,0.285996239,0.173153011,0.358848278,0.338425206
